Accession	Description	Gene Symbol	Abundance_811269 	Abundance_811270 	Abundance_811271 	cytoplasm	nucleus
Q08945	FACT complex subunit SSRP1 OS=Homo sapiens OX=9606 GN=SSRP1 PE=1 SV=1	SSRP1	4.75766	6.45281	5.72888	1.69515	0.971214
P09382	Galectin-1 OS=Homo sapiens OX=9606 GN=LGALS1 PE=1 SV=2	LGALS1	5.08137	6.01516	5.61	0.933783	0.52863
Q8TEQ6	Gem-associated protein 5 OS=Homo sapiens OX=9606 GN=GEMIN5 PE=1 SV=3	GEMIN5	3	5.71118	3	2.71118	0
Q06210	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens OX=9606 GN=GFPT1 PE=1 SV=3	GFPT1	4.00554	6.05555	5.22281	2.05002	1.21727
Q5SRN7	HLA class I histocompatibility antigen, A alpha chain OS=Homo sapiens OX=9606 GN=HLA-A PE=1 SV=2		4.4257	6.41501	4.66061	1.9893	0.234909
Q8NI35	InaD-like protein OS=Homo sapiens OX=9606 GN=PATJ PE=1 SV=3	INADL; PATJ	4.09363	5.96008	4.30823	1.86645	0.214594
P14923	Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3	JUP	4.17733	5.46602	5.24992	1.28868	1.07258
A0A087WZF1	Lipoma-preferred partner OS=Homo sapiens OX=9606 GN=LPP PE=1 SV=1		3	6.60407	3	3.60407	0
O95232	Luc7-like protein 3 OS=Homo sapiens OX=9606 GN=LUC7L3 PE=1 SV=2	LUC7L3	4.70839	5.64587	5.38423	0.937478	0.675835
H3BPE1	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=1		3	5.71991	3	2.71991	0
Q92621	Nuclear pore complex protein Nup205 OS=Homo sapiens OX=9606 GN=NUP205 PE=1 SV=3	NUP205	4.42383	3	5.1862	-1.42383	0.762377
H3BVG0	Nuclear pore complex protein Nup93 OS=Homo sapiens OX=9606 GN=NUP93 PE=1 SV=1		4.71778	5.3556	5.68604	0.63782	0.96826
F8VV59	Nucleosome assembly protein 1-like 1 OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1		3	6.50329	3	3.50329	0
Q15645	Pachytene checkpoint protein 2 homolog OS=Homo sapiens OX=9606 GN=TRIP13 PE=1 SV=2	TRIP13	3.72454	6.14554	4.43424	2.421	0.709697
Q13427	Peptidyl-prolyl cis-trans isomerase G OS=Homo sapiens OX=9606 GN=PPIG PE=1 SV=2	PPIG	4.82226	5.87042	6.5235	1.04816	1.70123
P26599	Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1	PTBP1	4.20817	5.75742	6.20886	1.54924	2.00069
Q8NAV1	Pre-mRNA-splicing factor 38A OS=Homo sapiens OX=9606 GN=PRPF38A PE=1 SV=1	PRPF38A	5.26599	6.17604	5.94294	0.910045	0.676944
A0A0G2JPP5	Protein scribble homolog OS=Homo sapiens OX=9606 GN=SCRIB PE=1 SV=1	SCRIB	4.36335	5.99642	4.82441	1.63307	0.461059
Q13283	Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens OX=9606 GN=G3BP1 PE=1 SV=1	G3BP1	4.83782	6.20512	4.43015	1.3673	-0.407669
P30153	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens OX=9606 GN=PPP2R1A PE=1 SV=4	PPP2R1A	4.39441	6.45346	4.72277	2.05906	0.328366
Q15459	Splicing factor 3A subunit 1 OS=Homo sapiens OX=9606 GN=SF3A1 PE=1 SV=1	SF3A1	5.35598	6.12154	6.14276	0.765559	0.786774
Q9UMZ2	Synergin gamma OS=Homo sapiens OX=9606 GN=SYNRG PE=1 SV=2	SYNRG	4.13074	5.97542	3.96938	1.84467	-0.161364
P53007	Tricarboxylate transport protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A1 PE=1 SV=2	SLC25A1	5.76756	6.61358	5.56098	0.846016	-0.206586
Q96RS0	Trimethylguanosine synthase OS=Homo sapiens OX=9606 GN=TGS1 PE=1 SV=3	TGS1	3.81351	6.33157	5.14775	2.51806	1.33424
O15042	U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens OX=9606 GN=U2SURP PE=1 SV=2	U2SURP	5.50487	6.94715	5.82757	1.44229	0.322703
Q12965	Unconventional myosin-Ie OS=Homo sapiens OX=9606 GN=MYO1E PE=1 SV=2	MYO1E	4.37339	6.44389	5.77258	2.0705	1.39919
Q9BV38	WD repeat-containing protein 18 OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=2	WDR18	4.81562	4.82174	6.01181	0.00612176	1.19619
Q2TAY7	WD40 repeat-containing protein SMU1 OS=Homo sapiens OX=9606 GN=SMU1 PE=1 SV=2	SMU1	4.82372	3	5.67895	-1.82372	0.855237
P49406	39S ribosomal protein L19, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL19 PE=1 SV=2	MRPL19	3	6.18739	3	3.18739	0
P22090	40S ribosomal protein S4, Y isoform 1 OS=Homo sapiens OX=9606 GN=RPS4Y1 PE=1 SV=2	RPS4Y1	4.16393	6.29437	4.72835	2.13044	0.564423
P08865	40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4	RPSA	4.74155	6.91807	5.48203	2.17653	0.74048
F5GZS6	4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=1		5.44842	6.01012	5.44029	0.561692	-0.00813021
P46778	60S ribosomal protein L21 OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=2	RPL21	5.68107	6.46862	5.60265	0.787555	-0.0784201
P42766	60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=2	RPL35	5.95427	6.2773	5.7871	0.323028	-0.167176
P61513	60S ribosomal protein L37a OS=Homo sapiens OX=9606 GN=RPL37A PE=1 SV=2	RPL37A	5.4609	6.19803	5.20384	0.737126	-0.257063
Q9P0K7	Ankycorbin OS=Homo sapiens OX=9606 GN=RAI14 PE=1 SV=2	RAI14	4.7999	5.83925	5.00058	1.03936	0.200688
Q92499	ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=2	DDX1	5.45967	6.22774	5.45197	0.768075	-0.00769765
A0A1B0GVD5	Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1		4.59998	6.05912	5.2417	1.45914	0.641722
H3BND3	Cleavage and polyadenylation-specificity factor subunit 5 (Fragment) OS=Homo sapiens OX=9606 GN=NUDT21 PE=1 SV=8		5.10145	6.03489	5.23084	0.933436	0.129382
Q07065	Cytoskeleton-associated protein 4 OS=Homo sapiens OX=9606 GN=CKAP4 PE=1 SV=2	CKAP4	5.0595	6.14706	5.38359	1.08755	0.32409
C9J2Y9	DNA-directed RNA polymerase subunit beta OS=Homo sapiens OX=9606 GN=POLR2B PE=1 SV=2	POLR2B	4.30225	6.21483	4.82075	1.91258	0.5185
Q8NHS0	DnaJ homolog subfamily B member 8 OS=Homo sapiens OX=9606 GN=DNAJB8 PE=1 SV=1	DNAJB8	4.54826	5.40257	5.11864	0.85431	0.570371
P39656	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens OX=9606 GN=DDOST PE=1 SV=4	DDOST	5.04238	6.50392	5.1361	1.46154	0.0937266
P04843	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=RPN1 PE=1 SV=1	RPN1	4.79246	6.08443	5.31752	1.29196	0.525054
O43164	E3 ubiquitin-protein ligase Praja-2 OS=Homo sapiens OX=9606 GN=PJA2 PE=1 SV=4	PJA2	3	5.44885	3	2.44885	0
P50402	Emerin OS=Homo sapiens OX=9606 GN=EMD PE=1 SV=1	EMD	5.46773	6.25116	5.10524	0.783437	-0.362481
K7EL20	Eukaryotic translation initiation factor 3 subunit G (Fragment) OS=Homo sapiens OX=9606 GN=EIF3G PE=1 SV=8		5.88616	6.32155	3	0.435386	-2.88616
O75955	Flotillin-1 OS=Homo sapiens OX=9606 GN=FLOT1 PE=1 SV=3	FLOT1	6.03046	5.27179	5.39231	-0.758675	-0.638151
Q5JXI8	Four and a half LIM domains protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=FHL1 PE=1 SV=1	FHL1	5.70048	6.43045	3	0.729962	-2.70048
P19367	Hexokinase-1 OS=Homo sapiens OX=9606 GN=HK1 PE=1 SV=3	HK1	4.03251	5.7672	5.26223	1.73468	1.22972
E9PB90	Hexokinase-2 OS=Homo sapiens OX=9606 GN=HK2 PE=1 SV=1		3.90416	5.65471	4.44767	1.75055	0.543514
A0A024R4E5	High density lipoprotein binding protein (Vigilin), isoform CRA_a OS=Homo sapiens OX=9606 GN=HDLBP PE=1 SV=1	HDLBP	6.01859	6.12652	4.30123	0.107932	-1.71736
O00629	Importin subunit alpha-3 OS=Homo sapiens OX=9606 GN=KPNA4 PE=1 SV=1	KPNA4	3.84192	5.03447	4.0949	1.19255	0.252979
O00505	Importin subunit alpha-4 OS=Homo sapiens OX=9606 GN=KPNA3 PE=1 SV=2	KPNA3	3.81952	6.057	5.27769	2.23748	1.45818
O15131	Importin subunit alpha-6 OS=Homo sapiens OX=9606 GN=KPNA5 PE=1 SV=2	KPNA5	3.64136	5.26729	3	1.62593	-0.641361
O95373	Importin-7 OS=Homo sapiens OX=9606 GN=IPO7 PE=1 SV=1	IPO7	4.29371	6.17276	5.49945	1.87905	1.20574
A0A0A0MTH3	Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=1		5.27114	6.2649	5.39006	0.99376	0.11892
P05362	Intercellular adhesion molecule 1 OS=Homo sapiens OX=9606 GN=ICAM1 PE=1 SV=2	ICAM1	4.72317	6.18473	4.93855	1.46155	0.215377
P11047	Laminin subunit gamma-1 OS=Homo sapiens OX=9606 GN=LAMC1 PE=1 SV=3	LAMC1	3	5.95618	3	2.95618	0
Q14697	Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=3	GANAB	4.63936	6.6075	5.55006	1.96815	0.910708
Q99733	Nucleosome assembly protein 1-like 4 OS=Homo sapiens OX=9606 GN=NAP1L4 PE=1 SV=1	NAP1L4	4.46962	6.87897	4.52244	2.40935	0.0528193
Q9NR12	PDZ and LIM domain protein 7 OS=Homo sapiens OX=9606 GN=PDLIM7 PE=1 SV=1	PDLIM7	3	6.16785	5.30298	3.16785	2.30298
Q9UMS4	Pre-mRNA-processing factor 19 OS=Homo sapiens OX=9606 GN=PRPF19 PE=1 SV=1	PRPF19	3	4.99164	5.99697	1.99164	2.99697
Q9H0S4	Probable ATP-dependent RNA helicase DDX47 OS=Homo sapiens OX=9606 GN=DDX47 PE=1 SV=1	DDX47	4.78293	5.56387	5.40083	0.780941	0.617896
Q8NBJ5	Procollagen galactosyltransferase 1 OS=Homo sapiens OX=9606 GN=COLGALT1 PE=1 SV=1	COLGALT1; GLT25D1	4.9378	6.20938	4.96089	1.27158	0.0230952
Q9UKV8	Protein argonaute-2 OS=Homo sapiens OX=9606 GN=AGO2 PE=1 SV=3	AGO2; EIF2C2	4.27108	6.10981	4.01538	1.83873	-0.255701
P29590	Protein PML OS=Homo sapiens OX=9606 GN=PML PE=1 SV=3	PML	4.92107	5.88582	5.27247	0.964741	0.351398
A0A1B0GTL5	Rab11 family-interacting protein 5 OS=Homo sapiens OX=9606 GN=RAB11FIP5 PE=1 SV=1	RAB11FIP5	3	6.04031	4.52736	3.04031	1.52736
Q14257	Reticulocalbin-2 OS=Homo sapiens OX=9606 GN=RCN2 PE=1 SV=1	RCN2	3.89131	6.18935	3	2.29804	-0.891312
P13489	Ribonuclease inhibitor OS=Homo sapiens OX=9606 GN=RNH1 PE=1 SV=2	RNH1	4.12092	6.23815	5.12307	2.11723	1.00215
Q8TD19	Serine/threonine-protein kinase Nek9 OS=Homo sapiens OX=9606 GN=NEK9 PE=1 SV=2	NEK9	3.95627	6.27274	4.28806	2.31647	0.331788
Q9Y3F4	Serine-threonine kinase receptor-associated protein OS=Homo sapiens OX=9606 GN=STRAP PE=1 SV=1	STRAP	4.51837	6.25537	5.13208	1.737	0.613713
P62316	Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens OX=9606 GN=SNRPD2 PE=1 SV=1	SNRPD2	5.89949	6.21392	5.97998	0.314428	0.0804967
P11166	Solute carrier family 2, facilitated glucose transporter member 1 OS=Homo sapiens OX=9606 GN=SLC2A1 PE=1 SV=2	SLC2A1	5.75089	6.3738	5.65931	0.622915	-0.0915764
Q13435	Splicing factor 3B subunit 2 OS=Homo sapiens OX=9606 GN=SF3B2 PE=1 SV=2	SF3B2	5.53479	6.08174	5.95182	0.546941	0.417028
O43815	Striatin OS=Homo sapiens OX=9606 GN=STRN PE=1 SV=4	STRN	3.76404	6.07657	3	2.31253	-0.764035
Q9NXF1	Testis-expressed protein 10 OS=Homo sapiens OX=9606 GN=TEX10 PE=1 SV=2	TEX10	5.02761	3	5.98129	-2.02761	0.953683
A0A0B4J1R6	Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=1	TKT	4.83346	6.06342	5.47765	1.22995	0.644183
H0Y720	Trinucleotide repeat-containing gene 6B protein (Fragment) OS=Homo sapiens OX=9606 GN=TNRC6B PE=1 SV=1		5.09326	5.77399	4.37924	0.680721	-0.714023
A0A494C1B8	Tripeptidyl-peptidase 2 OS=Homo sapiens OX=9606 GN=TPP2 PE=1 SV=1		3.68136	6.15207	5.82695	2.47071	2.14559
P30530	Tyrosine-protein kinase receptor UFO OS=Homo sapiens OX=9606 GN=AXL PE=1 SV=4		3	5.90256	4.61689	2.90256	1.61689
P09661	U2 small nuclear ribonucleoprotein A' OS=Homo sapiens OX=9606 GN=SNRPA1 PE=1 SV=2	SNRPA1	4.86663	5.89493	5.89199	1.0283	1.02536
P08579	U2 small nuclear ribonucleoprotein B'' OS=Homo sapiens OX=9606 GN=SNRPB2 PE=1 SV=1	SNRPB2	3	5.42721	5.2642	2.42721	2.2642
Q14694	Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens OX=9606 GN=USP10 PE=1 SV=2	USP10	3	6.27348	3	3.27348	0
F8W726	Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2	UBAP2L	4.92836	6.27612	4.68989	1.34776	-0.238472
P41226	Ubiquitin-like modifier-activating enzyme 7 OS=Homo sapiens OX=9606 GN=UBA7 PE=1 SV=2	UBA7	3	5.60769	4.53808	2.60769	1.53808
J3QRN6	Unconventional myosin-Id OS=Homo sapiens OX=9606 GN=MYO1D PE=1 SV=1	MYO1D	4.51837	5.86527	3.99936	1.3469	-0.519011
P26640	Valine--tRNA ligase OS=Homo sapiens OX=9606 GN=VARS PE=1 SV=4	VARS; VARS2	4.48743	5.79274	5.24016	1.30531	0.752735
P49748	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADVL PE=1 SV=1	ACADVL	4.68997	6.27774	6.10766	1.58777	1.41769
P98155	Very low-density lipoprotein receptor OS=Homo sapiens OX=9606 GN=VLDLR PE=1 SV=1	VLDLR	3.6622	6.20473	3	2.54254	-0.662198
O75396	Vesicle-trafficking protein SEC22b OS=Homo sapiens OX=9606 GN=SEC22B PE=1 SV=4	SEC22B	4.99004	5.97989	5.03164	0.989854	0.0416015
Q15942	Zyxin OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1	ZYX	5.11881	5.91044	4.42312	0.791635	-0.695683
P62191	26S proteasome regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PSMC1 PE=1 SV=1	PSMC1	3	6.41786	5.47592	3.41786	2.47592
K7EQJ5	40S ribosomal protein S15 OS=Homo sapiens OX=9606 GN=RPS15 PE=1 SV=2		5.31916	6.00139	3	0.682237	-2.31916
E9PEJ4	Acetyltransferase component of pyruvate dehydrogenase complex OS=Homo sapiens OX=9606 GN=DLAT PE=1 SV=1		4.10111	5.9095	5.49489	1.80839	1.39378
Q6ULP2	Aftiphilin OS=Homo sapiens OX=9606 GN=AFTPH PE=1 SV=3		3	5.76508	4.45798	2.76508	1.45798
Q01433	AMP deaminase 2 OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=2	AMPD2	4.71425	6.02582	4.3055	1.31157	-0.408749
A0A2R8Y7G1	Aryl hydrocarbon receptor OS=Homo sapiens OX=9606 GN=AHR PE=1 SV=1		3.81252	6.31404	3	2.50153	-0.812517
Q8IWX8	Calcium homeostasis endoplasmic reticulum protein OS=Homo sapiens OX=9606 GN=CHERP PE=1 SV=3	CHERP	4.79827	6.02614	5.42651	1.22787	0.628242
P10644	cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR1A PE=1 SV=1	PRKAR1A	3	6.03527	3	3.03527	0
O75175	CCR4-NOT transcription complex subunit 3 OS=Homo sapiens OX=9606 GN=CNOT3 PE=1 SV=1	CNOT3	3	6.28703	3	3.28703	0
H0YD13	CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=2		5.62965	5.76196	4.19511	0.132307	-1.43455
Q99459	Cell division cycle 5-like protein OS=Homo sapiens OX=9606 GN=CDC5L PE=1 SV=2	CDC5L	5.2271	3	5.82848	-2.2271	0.60138
Q9Y6A4	Cilia- and flagella-associated protein 20 OS=Homo sapiens OX=9606 GN=CFAP20 PE=1 SV=1	C16orf80; CFAP20	4.84931	5.41644	5.84627	0.567124	0.996958
P48444	Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 PE=1 SV=1	ARCN1	3.94998	6.67753	4.28146	2.72755	0.331487
O75534	Cold shock domain-containing protein E1 OS=Homo sapiens OX=9606 GN=CSDE1 PE=1 SV=2	CSDE1	4.23585	6.0026	3	1.76675	-1.23585
Q9BZJ0	Crooked neck-like protein 1 OS=Homo sapiens OX=9606 GN=CRNKL1 PE=1 SV=4	CRNKL1	3	5.31541	5.44609	2.31541	2.44609
Q9Y295	Developmentally-regulated GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=DRG1 PE=1 SV=1	DRG1	4.75491	5.93959	4.87464	1.18467	0.119729
P36957	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLST PE=1 SV=4	DLST	4.36458	6.11734	5.35591	1.75275	0.991329
Q14195	Dihydropyrimidinase-related protein 3 OS=Homo sapiens OX=9606 GN=DPYSL3 PE=1 SV=1	DPYSL3	3.92009	6.15079	4.57254	2.2307	0.652446
P31689	DnaJ homolog subfamily A member 1 OS=Homo sapiens OX=9606 GN=DNAJA1 PE=1 SV=2	DNAJA1	4.26746	6.37085	5.21531	2.10339	0.947851
A0A0J9YX62	DnaJ homolog subfamily B member 6 OS=Homo sapiens OX=9606 GN=DNAJB6 PE=1 SV=1	DNAJB6	5.37824	5.97067	5.60905	0.592432	0.230814
Q6XZF7	Dynamin-binding protein OS=Homo sapiens OX=9606 GN=DNMBP PE=1 SV=1	DNMBP	4.62527	6.16252	5.49692	1.53725	0.871658
E9PL71	Elongation factor 1-delta (Fragment) OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=1		4.52532	6.08306	5.43203	1.55773	0.906707
Q92791	Endoplasmic reticulum protein SC65 OS=Homo sapiens OX=9606 GN=P3H4 PE=1 SV=1	LEPREL4; P3H4	3	6.8557	4.54642	3.8557	1.54642
P51114	Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=3	FXR1	5.80756	5.87468	5.07145	0.067123	-0.736106
P00367	Glutamate dehydrogenase 1, mitochondrial OS=Homo sapiens OX=9606 GN=GLUD1 PE=1 SV=2	GLUD1	5.12273	6.05568	4.41715	0.932947	-0.705584
P41250	Glycine--tRNA ligase OS=Homo sapiens OX=9606 GN=GARS1 PE=1 SV=3	GARS	3	6.073	5.06705	3.073	2.06705
O14979	Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3	HNRNPDL; HNRPDL	3.62761	5.57838	5.93646	1.95077	2.30886
O00422	Histone deacetylase complex subunit SAP18 OS=Homo sapiens OX=9606 GN=SAP18 PE=1 SV=1	SAP18	5.31361	5.03761	6.77708	-0.275999	1.46347
Q86YZ3	Hornerin OS=Homo sapiens OX=9606 GN=HRNR PE=1 SV=2	HRNR	4.56579	4.86296	5.30327	0.297172	0.737487
Q9Y4L1	Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1	HYOU1	4.54746	6.06644	5.12565	1.51898	0.578186
P52292	Importin subunit alpha-1 OS=Homo sapiens OX=9606 GN=KPNA2 PE=1 SV=1	KPNA2	4.36356	5.84222	5.37064	1.47865	1.00708
Q07666	KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens OX=9606 GN=KHDRBS1 PE=1 SV=1	KHDRBS1	5.55632	4.96713	5.9167	-0.589189	0.360377
P52732	Kinesin-like protein KIF11 OS=Homo sapiens OX=9606 GN=KIF11 PE=1 SV=2	KIF11	3.97346	5.62265	3	1.64919	-0.973459
Q03252	Lamin-B2 OS=Homo sapiens OX=9606 GN=LMNB2 PE=1 SV=4	LMNB2	5.20533	5.30152	5.79251	0.0961917	0.587186
P42704	Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3	LRPPRC	4.39272	5.89179	4.41147	1.49907	0.0187526
Q96IF1	LIM domain-containing protein ajuba OS=Homo sapiens OX=9606 GN=AJUBA PE=1 SV=1	AJUBA	3	6.18118	3	3.18118	0
J3KMZ9	Low-density lipoprotein receptor (Fragment) OS=Homo sapiens OX=9606 GN=LDLR PE=1 SV=1		3	6.07275	5.05684	3.07275	2.05684
C9JRZ6	MICOS complex subunit OS=Homo sapiens OX=9606 GN=CHCHD3 PE=1 SV=2		5.33613	5.56714	3	0.231008	-2.33613
Q9Y2A7	Nck-associated protein 1 OS=Homo sapiens OX=9606 GN=NCKAP1 PE=1 SV=1	NCKAP1	4.28232	6.11844	5.91903	1.83612	1.63671
Q96KG9	N-terminal kinase-like protein OS=Homo sapiens OX=9606 GN=SCYL1 PE=1 SV=1	SCYL1	4.63605	6.25957	3	1.62352	-1.63605
Q96EY7	Pentatricopeptide repeat domain-containing protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=PTCD3 PE=1 SV=3	PTCD3	3	6.03252	4.74037	3.03252	1.74037
Q8WUA2	Peptidyl-prolyl cis-trans isomerase-like 4 OS=Homo sapiens OX=9606 GN=PPIL4 PE=1 SV=1	PPIL4	4.48298	6.56081	3	2.07782	-1.48298
J3KNN3	Phosphorylase b kinase gamma catalytic chain, liver/testis isoform OS=Homo sapiens OX=9606 GN=PHKG2 PE=1 SV=1	PHKG2	3	6.00111	3	3.00111	0
Q9H9G7	Protein argonaute-3 OS=Homo sapiens OX=9606 GN=AGO3 PE=1 SV=2	AGO3; EIF2C3	3	5.39794	3	2.39794	0
P13667	Protein disulfide-isomerase A4 OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=2	PDIA4	3.80061	5.53537	4.39455	1.73476	0.593943
Q96A72	Protein mago nashi homolog 2 OS=Homo sapiens OX=9606 GN=MAGOHB PE=1 SV=1	MAGOHB	3	5.04928	5.72674	2.04928	2.72674
Q13123	Protein Red OS=Homo sapiens OX=9606 GN=IK PE=1 SV=3	IK	5.89421	5.29811	6.002	-0.596094	0.107792
Q8NHP8	Putative phospholipase B-like 2 OS=Homo sapiens OX=9606 GN=PLBD2 PE=1 SV=2	PLBD2	4.28989	5.88183	5.99069	1.59194	1.7008
O76021	Ribosomal L1 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RSL1D1 PE=1 SV=3	RSL1D1	5.14434	4.70116	6.10516	-0.443177	0.960827
Q9H0A0	RNA cytidine acetyltransferase OS=Homo sapiens OX=9606 GN=NAT10 PE=1 SV=2	NAT10	5.14401	4.60492	5.00324	-0.539091	-0.140775
Q96PK6	RNA-binding protein 14 OS=Homo sapiens OX=9606 GN=RBM14 PE=1 SV=2	RBM14; RBM14-RBM4	3	5.20927	5.85598	2.20927	2.85598
Q13243	Serine/arginine-rich splicing factor 5 OS=Homo sapiens OX=9606 GN=SRSF5 PE=1 SV=1	SRSF5	4.64904	5.12711	4.74372	0.478078	0.0946841
H7C209	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B (Fragment) OS=Homo sapiens OX=9606 GN=ANKRD44 PE=1 SV=1		3.56167	5.85804	3	2.29638	-0.561665
Q5T5C7	Seryl-tRNA synthetase 1 OS=Homo sapiens OX=9606 GN=SARS1 PE=1 SV=1	SARS	4.86189	6.01973	5.50833	1.15784	0.646436
P62304	Small nuclear ribonucleoprotein E OS=Homo sapiens OX=9606 GN=SNRPE PE=1 SV=1	SNRPE	5.78198	6.41219	6.1634	0.630205	0.381417
Q12874	Splicing factor 3A subunit 3 OS=Homo sapiens OX=9606 GN=SF3A3 PE=1 SV=1	SF3A3	3.95694	5.65761	5.73908	1.70066	1.78213
Q7KZF4	Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1	SND1	3.7596	5.71084	4.88339	1.95124	1.12378
Q92922	SWI/SNF complex subunit SMARCC1 OS=Homo sapiens OX=9606 GN=SMARCC1 PE=1 SV=3	SMARCC1	3	5.23793	5.49595	2.23793	2.49595
Q9Y490	Talin-1 OS=Homo sapiens OX=9606 GN=TLN1 PE=1 SV=3	TLN1	3	5.5793	4.72234	2.5793	1.72234
Q6P1X5	Transcription initiation factor TFIID subunit 2 OS=Homo sapiens OX=9606 GN=TAF2 PE=1 SV=3	TAF2	5.0601	3	5.6978	-2.0601	0.637698
Q15582	Transforming growth factor-beta-induced protein ig-h3 OS=Homo sapiens OX=9606 GN=TGFBI PE=1 SV=1	TGFBI	4.48962	6.07137	4.95201	1.58175	0.462394
Q9C035	Tripartite motif-containing protein 5 OS=Homo sapiens OX=9606 GN=TRIM5 PE=1 SV=1	TRIM5	3	6.27704	3	3.27704	0
H7BYY1	Tropomyosin 1 (Alpha), isoform CRA_m OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=1	TPM1	5.66431	5.40356	5.19855	-0.260752	-0.465761
Q9UBB9	Tuftelin-interacting protein 11 OS=Homo sapiens OX=9606 GN=TFIP11 PE=1 SV=1	TFIP11	3	4.80422	5.61933	1.80422	2.61933
Q92890	Ubiquitin recognition factor in ER-associated degradation protein 1 OS=Homo sapiens OX=9606 GN=UFD1 PE=1 SV=3	UFD1L; UFD1	4.79382	6.22889	4.40102	1.43507	-0.392798
P22314	Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3	UBA1	3.68212	5.62043	5.18396	1.93832	1.50185
I3L4J1	Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=1 SV=3		4.97153	6.11472	4.44986	1.14319	-0.521668
M0R0P8	Unconventional myosin-IXb OS=Homo sapiens OX=9606 GN=MYO9B PE=1 SV=1		4.46262	6.13695	4.56994	1.67433	0.107317
A0A0A0MQX1	Unconventional myosin-X OS=Homo sapiens OX=9606 GN=MYO10 PE=1 SV=1		3	6.35267	5.08008	3.35267	2.08008
P46939	Utrophin OS=Homo sapiens OX=9606 GN=UTRN PE=1 SV=2	UTRN	3	5.49979	3	2.49979	0
